"ID";NAME;TRADEDATE;OPEN;HIGH;LOW;CLOSE;VALUE;DURATION;YIELD
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-04-28;1747,57;1747,57;1747,57;1747,57;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-02;1728,94;1728,94;1728,94;1728,94;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-03;1743,92;1743,92;1743,92;1743,92;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-04;1748,66;1748,66;1748,66;1748,66;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-07;1747,98;1747,98;1747,98;1747,98;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-08;1734,01;1734,01;1734,01;1734,01;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-10;1714,22;1714,22;1714,22;1714,22;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-11;1673,86;1673,86;1673,86;1673,86;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-14;1680,83;1680,83;1680,83;1680,83;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-15;1653,03;1653,03;1653,03;1653,03;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-16;1683,82;1683,82;1683,82;1683,82;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-17;1666,88;1666,88;1666,88;1666,88;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-18;1694,49;1694,49;1694,49;1694,49;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-21;1700,27;1700,27;1700,27;1700,27;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-22;1694,63;1694,63;1694,63;1694,63;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-23;1644,76;1644,76;1644,76;1644,76;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-24;1625,35;1625,35;1625,35;1625,35;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-25;1628,37;1628,37;1628,37;1628,37;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-28;1607,08;1607,08;1607,08;1607,08;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-29;1569,97;1569,97;1569,97;1569,97;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-30;1561,02;1561,02;1561,02;1561,02;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-05-31;1616,87;1616,87;1616,87;1616,87;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-01;1668,85;1668,85;1668,85;1668,85;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-04;1660,53;1660,53;1660,53;1660,53;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-05;1664,14;1664,14;1664,14;1664,14;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-06;1656,54;1656,54;1656,54;1656,54;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-07;1635,93;1635,93;1635,93;1635,93;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-08;1635,65;1635,65;1635,65;1635,65;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-09;1642,28;1642,28;1642,28;1642,28;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-13;1659,52;1659,52;1659,52;1659,52;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-14;1712,97;1712,97;1712,97;1712,97;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-15;1722,84;1722,84;1722,84;1722,84;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-18;1733,07;1733,07;1733,07;1733,07;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-19;1720,85;1720,85;1720,85;1720,85;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-20;1752,51;1752,51;1752,51;1752,51;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-21;1724,18;1724,18;1724,18;1724,18;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-22;1726,3;1726,3;1726,3;1726,3;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-25;1704,95;1704,95;1704,95;1704,95;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-26;1723,24;1723,24;1723,24;1723,24;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-27;1704,91;1704,91;1704,91;1704,91;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-28;1719,74;1719,74;1719,74;1719,74;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-06-29;1716,32;1716,32;1716,32;1716,32;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-02;1733,55;1733,55;1733,55;1733,55;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-03;1757,04;1757,04;1757,04;1757,04;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-04;1753,49;1753,49;1753,49;1753,49;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-05;1784,88;1784,88;1784,88;1784,88;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-06;1790,43;1790,43;1790,43;1790,43;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-09;1810,16;1810,16;1810,16;1810,16;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-10;1778,73;1778,73;1778,73;1778,73;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-11;1793,52;1793,52;1793,52;1793,52;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-12;1845,3;1845,3;1845,3;1845,3;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-13;1849,18;1849,18;1849,18;1849,18;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-16;1850,66;1850,66;1850,66;1850,66;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-17;1847,45;1847,45;1847,45;1847,45;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-18;1824,51;1824,51;1824,51;1824,51;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-19;1857,64;1857,64;1857,64;1857,64;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-20;1849,24;1849,24;1849,24;1849,24;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-23;1865,43;1865,43;1865,43;1865,43;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-24;1823,77;1823,77;1823,77;1823,77;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-25;1837,91;1837,91;1837,91;1837,91;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-26;1779,76;1779,76;1779,76;1779,76;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-27;1757,8;1757,8;1757,8;1757,8;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-30;1757,41;1757,41;1757,41;1757,41;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-07-31;1791,26;1791,26;1791,26;1791,26;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-01;1748,63;1748,63;1748,63;1748,63;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-02;1768,32;1768,32;1768,32;1768,32;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-03;1771,69;1771,69;1771,69;1771,69;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-06;1745,17;1745,17;1745,17;1745,17;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-07;1747,94;1747,94;1747,94;1747,94;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-08;1782,26;1782,26;1782,26;1782,26;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-09;1731,68;1731,68;1731,68;1731,68;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-10;1698,39;1698,39;1698,39;1698,39;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-13;1735,47;1735,47;1735,47;1735,47;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-14;1732,19;1732,19;1732,19;1732,19;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-15;1693,79;1693,79;1693,79;1693,79;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-16;1652,17;1652,17;1652,17;1652,17;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-17;1691,86;1691,86;1691,86;1691,86;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-20;1675,51;1675,51;1675,51;1675,51;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-21;1659,66;1659,66;1659,66;1659,66;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-22;1686,9;1686,9;1686,9;1686,9;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-23;1688,09;1688,09;1688,09;1688,09;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-24;1688,04;1688,04;1688,04;1688,04;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-27;1711,09;1711,09;1711,09;1711,09;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-28;1696,6;1696,6;1696,6;1696,6;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-29;1695,13;1695,13;1695,13;1695,13;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-30;1695,42;1695,42;1695,42;1695,42;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-08-31;1732,58;1732,58;1732,58;1732,58;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-09-03;1734,35;1734,35;1734,35;1734,35;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-09-04;1718,33;1718,33;1718,33;1718,33;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-09-05;1708,79;1708,79;1708,79;1708,79;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-09-06;1728,57;1728,57;1728,57;1728,57;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-09-07;1692,38;1692,38;1692,38;1692,38;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-09-10;1695,4;1695,4;1695,4;1695,4;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-09-11;1703,27;1703,27;1703,27;1703,27;0;;
MCFTR;Индекс МосБиржи полной доходности «брутто»;2007-09-12;1689,88;1689,88;1689,88;1689,88;0;;
