"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"27.08.2014","12,8","12,8","12,8","12,8","441,00K","0,00%"
"26.08.2014","12,8","12,8","12,8","12,8","184,00K","0,00%"
"25.08.2014","12,8","12,7","12,8","12,7","76,70K","0,79%"
"22.08.2014","12,7","12,8","12,8","12,7","95,50K","0,00%"
"21.08.2014","12,7","12,7","12,7","12,7","79,00K","0,00%"
"20.08.2014","12,7","12,7","12,7","12,7","80,00K","0,79%"
"19.08.2014","12,6","12,6","12,6","12,6","79,10K","0,80%"
"18.08.2014","12,5","12,5","12,5","12,5","107,10K","0,00%"
"15.08.2014","12,5","12,4","12,5","12,4","125,10K","0,81%"
"14.08.2014","12,4","12,4","12,4","12,4","80,20K","0,00%"
"13.08.2014","12,4","12,4","12,4","12,4","80,00K","0,81%"
"11.08.2014","12,3","12,3","12,3","12,3","79,40K","0,82%"
"08.08.2014","12,2","12,2","12,2","12,2","79,40K","-0,81%"
"07.08.2014","12,3","12,3","12,3","12,3","80,00K","0,82%"
"06.08.2014","12,2","12,2","12,2","12,2","80,00K","0,00%"
"05.08.2014","12,2","12,2","12,2","12,2","236,20K","0,00%"
"04.08.2014","12,2","12,2","12,2","12,2","79,40K","0,00%"
"01.08.2014","12,2","12,2","12,2","12,2","79,10K","-0,81%"
"31.07.2014","12,3","12,3","12,3","12,3","79,80K","-1,60%"
"29.07.2014","12,5","12,5","12,5","12,5","80,00K","0,81%"
"28.07.2014","12,4","12,4","12,4","12,4","0,20K","0,81%"
"24.07.2014","12,3","12,3","12,3","12,3","41,00K","0,82%"
"22.07.2014","12,2","12,2","12,2","12,2","129,40K","0,00%"
"21.07.2014","12,2","12,2","12,2","12,2","79,80K","0,83%"
"18.07.2014","12,1","12,1","12,1","12,1","2,00K","-0,82%"
"17.07.2014","12,2","12,2","12,2","12,2","82,30K","1,67%"
"16.07.2014","12,0","12,0","12,0","12,0","80,00K","0,00%"
"15.07.2014","12,0","12,0","12,0","11,9","233,80K","0,00%"
"14.07.2014","12,0","11,9","12,0","11,9","84,90K","1,69%"
"11.07.2014","11,8","11,8","11,8","11,8","80,00K","0,00%"
"10.07.2014","11,8","11,8","11,8","11,8","80,00K","0,00%"
"09.07.2014","11,8","11,8","11,8","11,8","100,10K","-0,84%"
"08.07.2014","11,9","11,9","11,9","11,9","79,20K","-0,83%"
"07.07.2014","12,0","12,0","12,0","12,0","79,80K","0,00%"
"04.07.2014","12,0","12,0","12,0","12,0","80,00K","0,00%"
"03.07.2014","12,0","11,9","12,0","11,9","90,40K","0,84%"
"02.07.2014","11,9","11,9","11,9","11,9","81,20K","0,00%"
"01.07.2014","11,9","11,9","11,9","11,9","231,60K","0,85%"
"30.06.2014","11,8","11,8","11,8","11,8","80,00K","1,72%"
"27.06.2014","11,6","11,6","11,6","11,6","80,00K","0,00%"
"26.06.2014","11,6","11,6","11,6","11,6","79,40K","0,00%"
"25.06.2014","11,6","11,7","11,7","11,6","80,40K","-0,85%"
"24.06.2014","11,7","11,7","11,7","11,7","379,80K","-1,68%"
"23.06.2014","11,9","11,9","11,9","11,8","81,30K","0,00%"
"20.06.2014","11,9","11,9","11,9","11,9","80,20K","0,85%"
"19.06.2014","11,8","11,8","11,8","11,8","79,20K","0,00%"
"18.06.2014","11,8","11,9","11,9","11,8","79,20K","-0,84%"
"17.06.2014","11,9","11,9","11,9","11,9","79,20K","0,85%"
"16.06.2014","11,8","11,8","11,8","11,8","79,40K","0,00%"
"11.06.2014","11,8","11,8","11,8","11,8","92,90K","0,00%"
"10.06.2014","11,8","11,8","11,8","11,8","79,60K","-0,84%"
"06.06.2014","11,9","11,9","11,9","11,9","79,00K","0,00%"
"05.06.2014","11,9","11,9","11,9","11,9","80,00K","0,00%"
"04.06.2014","11,9","11,9","11,9","11,9","79,80K","0,00%"
"03.06.2014","11,9","11,9","11,9","11,9","80,00K","0,85%"
"02.06.2014","11,8","11,8","11,8","11,8","81,00K","0,00%"
"30.05.2014","11,8","11,8","11,9","11,7","384,20K","0,85%"
"29.05.2014","11,7","11,7","11,7","11,7","80,10K","0,00%"
"28.05.2014","11,7","11,6","11,7","11,6","80,50K","1,74%"
"27.05.2014","11,5","11,5","11,5","11,5","78,60K","0,00%"
"26.05.2014","11,5","11,4","11,5","11,4","80,20K","0,88%"
"23.05.2014","11,4","11,4","11,5","11,4","80,20K","0,00%"
"22.05.2014","11,4","11,4","11,4","11,4","80,00K","0,00%"
"21.05.2014","11,4","11,4","11,4","11,4","79,00K","-0,87%"
"20.05.2014","11,5","11,5","11,5","11,5","80,00K","0,00%"
"19.05.2014","11,5","11,5","11,5","11,5","79,40K","0,00%"
"16.05.2014","11,5","11,5","11,5","11,5","78,30K","-0,86%"
"15.05.2014","11,6","11,6","11,6","11,6","78,00K","0,00%"
"14.05.2014","11,6","11,6","11,6","11,6","80,50K","-0,85%"
"13.05.2014","11,7","11,7","11,7","11,7","80,40K","0,00%"
"12.05.2014","11,7","11,7","11,7","11,7","79,00K","0,86%"
"08.05.2014","11,6","11,6","11,6","11,6","686,20K","-0,85%"
"07.05.2014","11,7","11,6","11,7","11,6","80,30K","0,00%"
"06.05.2014","11,7","11,8","11,8","11,7","378,20K","-1,68%"
"05.05.2014","11,9","11,9","11,9","11,9","78,80K","0,85%"
"02.05.2014","11,8","11,8","11,8","11,8","79,40K","0,00%"
"30.04.2014","11,8","11,8","11,8","11,8","80,50K","0,00%"
"29.04.2014","11,8","11,8","11,8","11,8","79,50K","0,00%"
"28.04.2014","11,8","11,8","11,8","11,8","78,40K","-0,84%"
"25.04.2014","11,9","11,9","11,9","11,9","80,50K","0,85%"
"24.04.2014","11,8","11,9","11,9","11,8","113,50K","0,00%"
"23.04.2014","11,8","11,8","11,8","11,8","79,20K","0,00%"
"22.04.2014","11,8","11,8","11,8","11,8","149,00K","0,85%"
"21.04.2014","11,7","11,7","11,7","11,7","79,40K","0,86%"
"18.04.2014","11,6","11,6","11,6","11,6","79,00K","-0,85%"
"17.04.2014","11,7","11,8","11,8","11,7","91,80K","-0,85%"
"16.04.2014","11,8","11,8","11,8","11,8","158,00K","1,72%"
"15.04.2014","11,6","11,6","11,6","11,6","529,00K","0,00%"
"14.04.2014","11,6","11,5","11,6","11,5","978,00K","0,87%"
"11.04.2014","11,5","11,4","11,5","11,4","80,20K","-1,71%"
"10.04.2014","11,7","11,7","11,7","11,7","79,60K","0,00%"
"09.04.2014","11,7","11,7","11,7","11,7","79,00K","1,74%"
"08.04.2014","11,5","11,6","11,7","11,5","90,00K","-0,86%"
"07.04.2014","11,6","11,6","11,6","11,6","80,00K","-1,69%"
"04.04.2014","11,8","11,8","11,8","11,8","153,00K","-0,84%"
"03.04.2014","11,9","11,8","11,9","11,8","534,80K","0,85%"
"02.04.2014","11,8","11,7","11,8","11,6","79,40K","1,72%"
"01.04.2014","11,6","11,6","11,6","11,6","3,00K","0,00%"
"31.03.2014","11,6","11,7","11,7","11,6","679,60K","0,00%"
"28.03.2014","11,6","11,6","11,6","11,6","79,00K","0,00%"
"27.03.2014","11,6","11,7","11,7","11,6","253,00K","-0,85%"
"26.03.2014","11,7","11,7","11,7","11,7","81,90K","0,00%"
"25.03.2014","11,7","11,8","11,8","11,7","81,20K","-1,68%"
"24.03.2014","11,9","11,9","11,9","11,9","82,10K","-0,83%"
"21.03.2014","12,0","12,0","12,0","12,0","279,50K","1,69%"
"20.03.2014","11,8","11,8","11,9","11,8","2,63M","0,00%"
"19.03.2014","11,8","11,9","11,9","11,8","84,20K","-0,84%"
"18.03.2014","11,9","11,9","11,9","11,9","78,80K","0,00%"
"17.03.2014","11,9","11,9","11,9","11,9","79,60K","-0,83%"
"14.03.2014","12,0","11,5","12,0","11,5","35,30K","0,00%"
"13.03.2014","12,0","11,8","12,0","11,5","130,40K","0,84%"
"12.03.2014","11,9","12,0","12,0","11,9","3,08M","-0,83%"
"11.03.2014","12,0","12,0","12,1","12,0","100,50K","0,00%"
"07.03.2014","12,0","12,0","12,2","12,0","89,80K","0,00%"
"06.03.2014","12,0","11,9","12,0","11,9","81,10K","0,84%"
"05.03.2014","11,9","11,9","12,0","11,9","91,60K","0,85%"
"04.03.2014","11,8","11,8","11,8","11,8","80,00K","0,00%"
"03.03.2014","11,8","11,8","11,9","11,8","17,70K","0,00%"
"28.02.2014","11,8","11,8","11,8","11,8","89,10K","0,85%"
"27.02.2014","11,7","11,8","11,8","11,7","86,40K","-0,85%"
"26.02.2014","11,8","11,7","11,8","11,7","83,30K","1,72%"
"25.02.2014","11,6","11,6","11,6","11,6","78,90K","0,87%"
"24.02.2014","11,5","11,5","11,6","11,5","83,60K","-0,86%"
"21.02.2014","11,6","11,6","11,7","11,6","78,60K","0,00%"
"20.02.2014","11,6","11,5","11,6","11,5","75,90K","0,87%"
"19.02.2014","11,5","11,5","11,5","11,5","85,00K","0,88%"
"18.02.2014","11,4","11,4","11,4","11,4","10,00K","2,70%"
"12.02.2014","11,1","11,1","11,1","11,1","0,20K","0,91%"
"10.02.2014","11,0","11,0","11,0","11,0","0,10K","0,92%"
"07.02.2014","10,9","10,9","10,9","10,9","155,00K","0,93%"
"06.02.2014","10,8","10,8","10,8","10,8","0,10K","-1,82%"
"04.02.2014","11,0","10,8","11,0","10,8","0,50K","0,00%"
"31.01.2014","11,0","11,0","11,0","11,0","0,30K","0,92%"
"28.01.2014","10,9","10,9","10,9","10,9","0,10K","0,00%"
"27.01.2014","10,9","10,9","10,9","10,9","0,40K","-0,91%"
"24.01.2014","11,0","11,0","11,0","11,0","1,00K","0,00%"
"21.01.2014","11,0","11,0","11,0","11,0","0,20K","0,92%"
"17.01.2014","10,9","10,9","10,9","10,9","0,20K","0,93%"
"16.01.2014","10,8","10,8","10,8","10,8","0,30K","0,93%"
"14.01.2014","10,7","10,7","10,7","10,7","0,10K","2,88%"
"19.12.2013","10,4","10,4","10,4","10,4","2,50K","-0,95%"
"03.12.2013","10,5","10,5","10,5","10,5","0,10K","0,00%"
"28.11.2013","10,5","10,5","10,5","10,5","0,10K","1,94%"
"21.11.2013","10,3","10,3","10,3","10,3","0,70K","0,00%"
"18.11.2013","10,3","10,3","10,3","10,3","0,90K","3,00%"
"07.11.2013","10,0","10,0","10,0","10,0","0,10K","-0,99%"
"06.11.2013","10,1","10,1","10,1","10,1","0,10K","1,00%"
"05.11.2013","10,0","10,0","10,0","10,0","0,20K","1,01%"
